t,angle,iteration,phase angle
4.67948,78,487,4094.59469
4.68845,84,488,4102.28342
4.70042,89,489,4112.54362
4.7084,91,490,4119.38376
4.72041,91,491,4129.67825
4.72934,91,492,4137.33269
4.74148,91,494,4147.73861
4.74985,91,495,4154.91304
4.76187,91,496,4165.2161
4.76995,91,497,4172.14196
4.78229,87,498,4182.71931
4.79436,82,499,4193.06523
4.80236,76,500,4199.92251
4.8153,71,501,4211.01416
4.82359,65,502,4218.12002
4.83566,59,503,4228.46594
4.84364,54,504,4235.30608
4.85563,48,505,4245.58342
4.86361,42,506,4252.42356
4.87655,37,507,4263.51521
4.88453,31,508,4270.35535
4.8965,25,509,4280.61555
4.90547,20,510,4288.30428
4.91747,14,511,4298.5902
4.92542,8,512,4305.40462
4.93739,3,513,4315.66483
4.94637,1,514,4323.36212
4.95833,3,515,4333.61376
4.96631,9,516,4340.45389
4.97928,14,517,4351.57126
4.98727,19,518,4358.41997
4.99925,25,519,4368.68874
5.0072,30,520,4375.50317
5.02017,35,521,4386.62053
5.02815,41,522,4393.46067
5.04016,47,524,4403.75516
5.04813,52,525,4410.58672
5.06106,58,526,4421.6698
5.06906,63,527,4428.52708
5.08097,69,528,4438.73586
5.08894,74,529,4445.56742
5.10194,80,531,4456.7105
5.10989,85,532,4463.52493
5.12186,91,533,4473.78513
5.12984,91,534,4480.62527
5.14292,91,535,4491.83692
5.1509,91,536,4498.67706
5.1629,91,537,4508.96298
5.17089,91,538,4515.81169
5.18384,91,539,4526.91191
5.19179,91,540,4533.72633
5.20379,87,541,4544.01225
5.21274,81,542,4551.68383
5.22471,76,543,4561.94404
5.23268,70,544,4568.7756
5.24465,65,545,4579.03581
5.25363,59,546,4586.7331
5.26562,54,547,4597.01045
5.27357,48,548,4603.82487
5.28554,42,549,4614.08508
5.29452,37,550,4621.78238
5.30649,31,551,4632.04258
5.31447,25,552,4638.88272
5.32743,20,553,4649.99151
5.33541,14,554,4656.83165
5.3474,8,555,4667.109
5.35538,3,556,4673.94913
5.36832,1,557,4685.04078
5.37634,4,558,4691.91521
5.38829,9,559,4702.15827
5.39627,14,560,4708.99841
5.40923,20,561,4720.1072
5.41719,25,562,4726.93019
5.42916,31,563,4737.1904
5.44127,36,564,4747.57061
5.45024,41,565,4755.25933
5.46221,47,566,4765.51954
5.47019,52,567,4772.35967
5.48272,58,568,4783.09989
5.49066,63,569,4789.90574
5.50263,69,570,4800.16594
5.5116,75,571,4807.85467
5.52333,80,572,4817.90916
5.53135,85,573,4824.78358
5.54433,91,574,4835.90952
5.55243,91,575,4842.85251
5.56438,91,576,4853.09557
5.57238,91,577,4859.95285
5.58532,91,578,4871.0445
5.5933,91,579,4877.88464
5.60527,91,581,4888.14485
5.61325,91,582,4894.98498
5.62621,86,583,4906.09378
5.63442,81,584,4913.13106
5.64674,75,585,4923.69127
5.65472,70,586,4930.53141
5.66669,64,588,4940.79161
5.67466,59,589,4947.62318
5.68764,53,590,4958.74912
5.6956,47,591,4965.57211
5.70761,41,592,4975.8666
5.71559,36,593,4982.70674
5.72852,30,595,4993.78982
5.7365,25,596,5000.62995
5.74938,19,597,5011.67017
5.75751,13,598,5018.63889
5.76977,8,599,5029.14767
5.77798,2,600,5036.18495
5.79023,1,601,5046.68516
5.79853,4,602,5053.79959
5.81083,9,603,5064.34266
5.81906,14,604,5071.39708
5.83141,19,605,5081.98301
5.83953,25,606,5088.94315
5.85153,30,607,5099.22907
5.85999,36,608,5106.48064
5.87232,41,609,5117.04942
5.88076,47,610,5124.28386
5.89243,52,611,5134.28691
5.90041,58,612,5141.12705
5.9133,63,613,5152.17584
5.92151,69,614,5159.21313
5.93373,75,616,5169.68762
5.94219,80,617,5176.93919
5.95422,85,618,5187.25083
5.96233,91,619,5194.2024
5.97432,91,620,5204.47974
5.98289,91,621,5211.82561
5.99502,91,623,5222.22296
6.00343,91,624,5229.43167
6.01567,91,625,5239.92331
6.02383,91,626,5246.91774
6.03624,91,627,5257.55509
6.04839,88,628,5267.96959
6.05654,82,629,5274.95544
6.06887,77,630,5285.52422
6.07688,71,631,5292.39007
6.08938,66,632,5303.10457
6.09782,60,633,5310.339
6.10989,54,634,5320.68493
6.11805,49,635,5327.67935
6.13035,43,636,5338.22242
6.13874,37,637,5345.41399
6.15074,32,638,5355.69991
6.15901,26,639,5362.78863
6.17128,20,640,5373.30598
6.17939,15,641,5380.25755
6.1918,9,642,5390.8949
6.19995,3,643,5397.88076
6.21227,1,644,5408.44097
6.2203,2,645,5415.32396
6.23168,8,646,5425.07844
6.24089,13,647,5432.97289
6.25322,19,648,5443.54167
6.26114,24,649,5450.33038
6.27374,29,650,5461.13059
6.28212,35,651,5468.31359
6.29425,40,653,5478.71094
6.3024,46,654,5485.6968
6.31438,51,655,5495.96557
6.3229,57,656,5503.26858
6.33515,62,657,5513.76879
6.34268,68,658,5520.2232
6.35466,74,660,5530.49198
6.36382,79,661,5538.34356
6.37586,84,662,5548.66377
6.38431,90,663,5555.90677
6.39655,91,664,5566.39841
6.40473,91,665,5573.40998
6.41703,91,667,5583.95305
6.42524,91,668,5590.99033
6.43757,91,669,5601.55911
6.44524,91,670,5608.13353
6.45805,91,671,5619.11375
6.46646,90,672,5626.32247
6.47825,84,674,5636.42838
6.48671,78,675,5643.67996
6.49871,72,676,5653.96588
6.50722,67,677,5661.26031
6.51947,61,678,5671.76052
6.52761,55,679,5678.7378
6.53991,49,680,5689.28087
6.54814,44,681,5696.3353
6.56041,38,682,5706.85265
6.56856,33,683,5713.8385
6.58097,27,684,5724.47586
6.58868,21,685,5731.08456
6.60141,16,686,5741.99621
6.60942,10,687,5748.86206
6.62182,4,689,5759.49084
6.63003,0,690,5766.52813
6.64237,1,691,5777.10548
6.65047,6,692,5784.04848
6.66281,12,693,5794.62583
6.67075,18,694,5801.43168
6.6833,23,696,5812.18904
6.69547,28,697,5822.62068
6.70379,34,698,5829.75225
6.71606,39,699,5840.2696
6.72382,45,700,5846.92116
6.73654,50,701,5857.82424
6.74432,56,702,5864.49294
6.75656,62,703,5874.98458
